,video_card_name,pasmark_gd3_mark,rank,videocard_value,price_usd
2298,Radeon RX Vega 11 PRD,2401,836,NA,NA
2299,Radeon RX Vega 11 Processor,1789,1041,NA,NA
2300,Radeon RX Vega 11 Ryzen 5 3350G,1917,989,NA,NA
2301,Radeon RX Vega 11 Ryzen 5 3400G,2136,920,NA,NA
2302,Radeon RX Vega 11 Ryzen 5 3400GE,1971,972,NA,NA
2303,Radeon RX Vega 56,13007,218,17.27,$752.99*
2304,Radeon RX Vega 64,13916,190,18.56,$749.99*
2305,Radeon RX Vega - Renoir Ryzen 3 5300U,2312,865,NA,NA
2306,Radeon RX Vega M GH,6558,416,NA,NA
2307,Radeon RX Vega M GL,3926,619,NA,NA
2308,Radeon RX Vega Ryzen 3 5300U,2329,860,NA,NA
2309,Radeon RX Vega Ryzen 5 5500U,2356,850,NA,NA
2310,Radeon RX Vega Ryzen 5 5600GT,9558,306,NA,NA
2311,Radeon RX Vega Ryzen 7 5825U,2916,755,NA,NA
2312,Radeon Ryzen 3 3250U,788,1506,NA,NA
2313,Radeon Ryzen 3 3500U,802,1494,NA,NA
2314,Radeon Ryzen 3 5300U,1536,1145,NA,NA
2315,Radeon Ryzen 3 5425U,1580,1126,NA,NA
2316,Radeon Ryzen 3 7330U,1563,1133,NA,NA
2317,Radeon Ryzen 3 7335U,2154,915,NA,NA
2318,Radeon Ryzen 3 PRO 4355GE,1622,1097,NA,NA
2319,Radeon Ryzen 3 PRO 5355G,2544,816,NA,NA
2320,Radeon Ryzen 3 PRO 5355GE,1951,980,NA,NA
2321,Radeon Ryzen 3 PRO 5450U,1607,1107,NA,NA
2322,Radeon Ryzen 3 PRO 5475U,1650,1089,NA,NA
2323,Radeon Ryzen 3 PRO 7330U,1862,1011,NA,NA
2324,Radeon Ryzen 3 PRO 7335U,1978,970,NA,NA
2325,Radeon Ryzen 5 3450U,1117,1287,NA,NA
2326,Radeon Ryzen 5 3550H,1256,1233,NA,NA
2327,Radeon Ryzen 5 4600GE with Radeon Graphics,2337,855,NA,NA
2328,Radeon Ryzen 5 5500GT,2438,831,NA,NA
2329,Radeon Ryzen 5 5500H,2048,943,NA,NA
2330,Radeon Ryzen 5 5500U,2019,953,NA,NA
2331,Radeon Ryzen 5 5560U,2035,946,NA,NA
2332,Radeon Ryzen 5 5600GE,2316,863,NA,NA
2333,Radeon Ryzen 5 5600GT,2402,835,NA,NA
2334,Radeon Ryzen 5 5600H,2369,845,NA,NA
2335,Radeon Ryzen 5 5600U,2091,932,NA,NA
2336,Radeon Ryzen 5 5625U,2063,937,NA,NA
2337,Radeon Ryzen 5 6600H,3474,676,NA,NA
2338,Radeon Ryzen 5 6600HS Creator Edition,3795,640,NA,NA
2339,Radeon Ryzen 5 6600U,3210,713,NA,NA
2340,Radeon Ryzen 5 7430U,2287,872,NA,NA
2341,Radeon Ryzen 5 7530U,2190,907,NA,NA
2342,Radeon Ryzen 5 7533HS,3327,693,NA,NA
2343,Radeon Ryzen 5 7535H w/,3365,688,NA,NA
2344,Radeon Ryzen 5 7535HS,3216,711,NA,NA
2345,Radeon Ryzen 5 7535U,3162,720,NA,NA
2346,Radeon Ryzen 5 7600 6-Core,1687,1074,NA,NA
2347,Radeon Ryzen 5 7600X3D 6-Core,1669,1078,NA,NA
2348,Radeon Ryzen 5 7600X 6-Core,1624,1096,NA,NA
2349,Radeon Ryzen 5 Microsoft Surface Edition,2029,949,NA,NA
2350,Radeon Ryzen 5 PRO 4400G,2272,875,NA,NA
2351,Radeon Ryzen 5 PRO 4655G,2267,880,NA,NA
2352,Radeon Ryzen 5 PRO 4655GE,2217,897,NA,NA
2353,Radeon Ryzen 5 PRO 5650G,2317,862,NA,NA
2354,Radeon Ryzen 5 PRO 5650GE,2236,891,NA,NA
2355,Radeon Ryzen 5 PRO 5655G,2397,838,NA,NA
2356,Radeon Ryzen 5 PRO 5655GE,1743,1054,NA,NA
2357,Radeon Ryzen 5 PRO 5675U,1867,1007,NA,NA
2358,Radeon Ryzen 5 PRO 6650H,3522,671,NA,NA
2359,Radeon Ryzen 5 PRO 6650U,3561,667,NA,NA
2360,Radeon Ryzen 5 PRO 7445 6-Core,1591,1121,NA,NA
2361,Radeon Ryzen 5 Pro 7535U,2821,766,NA,NA
2362,Radeon Ryzen 5 PRO 7645 6-Core,1619,1101,NA,NA
2363,Radeon Ryzen 7 3700U,1135,1281,NA,NA
2364,Radeon Ryzen 7 4700G,2525,823,NA,NA
2365,Radeon Ryzen 7 4700GE,2586,806,NA,NA
2366,Radeon Ryzen 7 4700U,2042,945,NA,NA
2367,Radeon Ryzen 7 4800H,3169,718,NA,NA
2368,Radeon Ryzen 7 4800HS,3058,738,NA,NA
2369,Radeon Ryzen 7 4800U,2300,869,NA,NA
2370,Radeon Ryzen 7 5700U,2207,902,NA,NA
2371,Radeon Ryzen 7 5800H,2845,760,NA,NA
2372,Radeon Ryzen 7 5800HS,2550,812,NA,NA
2373,Radeon Ryzen 7 5800U,2387,839,NA,NA
2374,Radeon Ryzen 7 5825U,2419,834,NA,NA
2375,Radeon Ryzen 7 6800H,4854,546,NA,NA
2376,Radeon Ryzen 7 6800HS,6012,445,NA,NA
2377,Radeon Ryzen 7 6800HS Creator Edition,5321,500,NA,NA
2378,Radeon Ryzen 7 6800U,4213,602,NA,NA
2379,Radeon Ryzen 7 6810U,5937,452,NA,NA
2380,Radeon Ryzen 7 7700 8-Core,1662,1081,NA,NA
2381,Radeon Ryzen 7 7700X 8-Core,1795,1038,NA,NA
2382,Radeon Ryzen 7 7730U,2336,856,NA,NA
2383,Radeon Ryzen 7 7735H,5348,496,NA,NA
2384,Radeon Ryzen 7 7735HS,4923,538,NA,NA
2385,Radeon Ryzen 7 7735U,4655,561,NA,NA
2386,Radeon Ryzen 7 7736U,5825,457,NA,NA
2387,Radeon Ryzen 7 7800X3D 8-Core,1720,1062,NA,NA
2388,Radeon Ryzen 7 Microsoft Surface Edition,2242,888,NA,NA
2389,Radeon Ryzen 7 PRO 4750G,2532,820,NA,NA
2390,Radeon Ryzen 7 PRO 4750GE,2356,851,NA,NA
2391,Radeon Ryzen 7 PRO 4750U,1981,968,NA,NA
2392,Radeon Ryzen 7 PRO 5755G,2733,779,NA,NA
2393,Radeon Ryzen 7 PRO 5755GE,2119,927,NA,NA
2394,Radeon Ryzen 7 PRO 5800H,2944,751,NA,NA
2395,Radeon Ryzen 7 PRO 5875U,2203,904,NA,NA
2396,Radeon Ryzen 7 PRO 6850H,5501,484,NA,NA
2397,Radeon Ryzen 7 PRO 6850HS,5057,526,NA,NA
2398,Radeon Ryzen 7 PRO 6850U,5007,530,NA,NA
2399,Radeon Ryzen 7 PRO 6860Z,4536,569,NA,NA
2400,Radeon Ryzen 7 PRO 7730U,2257,883,NA,NA
2401,Radeon Ryzen 7 Pro 7735U,3842,633,NA,NA
2402,Radeon Ryzen 7 PRO 7745 8-Core,1660,1083,NA,NA
2403,Radeon Ryzen 9 4900H,2555,811,NA,NA
2404,Radeon Ryzen 9 4950U Mobile,2594,805,NA,NA
2405,Radeon Ryzen 9 5900H,1609,1104,NA,NA
2406,Radeon Ryzen 9 6900HS,6769,401,NA,NA
2407,Radeon Ryzen 9 6900HS Creator Edition,5155,514,NA,NA
2408,Radeon Ryzen 9 7900 12-Core,1875,1004,NA,NA
2409,Radeon Ryzen 9 7900X3D 12-Core,1763,1048,NA,NA
2410,Radeon Ryzen 9 7900X 12-Core,2136,921,NA,NA
2411,Radeon Ryzen 9 7950X3D 16-Core,1641,1092,NA,NA
2412,Radeon Ryzen 9 7950X 16-Core,3109,732,NA,NA
2413,Radeon Ryzen 9 PRO 6950H,5603,471,NA,NA
2414,Radeon Ryzen 9 PRO 6950HS,4463,578,NA,NA
2415,Radeon Ryzen 9 PRO 7945 12-Core,1608,1106,NA,NA
2416,Radeon Ryzen Embedded R2312,837,1459,NA,NA
2417,Radeon Ryzen Embedded R2314,1112,1291,NA,NA
2418,Radeon Ryzen Embedded R2514,1373,1191,NA,NA
2419,Radeon Ryzen Embedded R2544,1864,1010,NA,NA
2420,Radeon Ryzen Embedded V2516,1795,1037,NA,NA
2421,Radeon Ryzen Embedded V2546,1435,1178,NA,NA
2422,Radeon Ryzen Embedded V2718,1998,958,NA,NA
2423,Radeon Ryzen Embedded V2748,2216,899,NA,NA
2424,Radeon Ryzen Z2 Go,4784,550,NA,NA
2425,Radeon Sky 500,4722,558,NA,NA
2426,Radeon TM,5543,478,NA,NA
2427,Radeon TM R9 A360,2060,939,NA,NA
2428,Radeon VE,2,2803,NA,NA
2429,Radeon Vega 2,506,1840,NA,NA
2430,Radeon Vega 2 Athlon Silver 3050U,487,1860,NA,NA
2431,Radeon Vega 3,891,1423,0.33,"$2,677.99*"
2432,Radeon Vega 3 3020e,526,1812,NA,NA
2433,Radeon Vega 3 Athlon 300GE,999,1354,NA,NA
2434,Radeon Vega 3 Athlon 300U,813,1484,NA,NA
2435,Radeon Vega 3 Athlon 320GE,744,1556,NA,NA
2436,Radeon Vega 3 Athlon 3000G,949,1383,NA,NA
2437,Radeon Vega 3 Athlon Gold 3150G,1088,1300,NA,NA
2438,Radeon Vega 3 Athlon Gold 3150U,679,1618,NA,NA
2439,Radeon Vega 3 Athlon PRO 300GE w/,1090,1299,NA,NA
2440,Radeon Vega 3 Athlon Silver 3050e,518,1824,NA,NA
2441,Radeon Vega 3 Athlon Silver 3050U,806,1491,NA,NA
2442,Radeon Vega 3 Mobile,1052,1324,NA,NA
2443,Radeon Vega 3 Ryzen 3 3200U,833,1462,NA,NA
2444,Radeon Vega 3 Ryzen 3 3250U,684,1611,NA,NA
2445,Radeon Vega 3 Ryzen Embedded R1305G,580,1736,NA,NA
2446,Radeon Vega 3 Ryzen Embedded R1505G,723,1575,NA,NA
2447,Radeon Vega 3 Ryzen Embedded R1606G,1000,1352,NA,NA
2448,Radeon Vega 6,1308,1213,0.73,"$1,799.99*"
2449,Radeon Vega 6 Ryzen 3 3300U,1327,1208,NA,NA
2450,Radeon Vega 6 Ryzen 3 3350U,1420,1185,NA,NA
2451,Radeon Vega 6 Ryzen 3 PRO 3300U w/,1292,1217,NA,NA
2452,Radeon Vega 8,1568,1131,12.36,$126.86*
2453,Radeon Vega 8 Mobile,1440,1176,NA,NA
2454,Radeon Vega 8 Ryzen 3 3200G,1674,1077,NA,NA
2455,Radeon Vega 8 Ryzen 3 3200GE,1925,986,NA,NA
2456,Radeon Vega 8 Ryzen 3 PRO 3200G,1395,1188,NA,NA
2457,Radeon Vega 8 Ryzen 3 PRO 3200GE w/,1541,1139,NA,NA
2458,Radeon Vega 8 Ryzen 5 3450U,1313,1211,NA,NA
2459,Radeon Vega 8 Ryzen 5 3500U,1358,1199,NA,NA
2460,Radeon Vega 8 Ryzen 5 3550H,1755,1051,NA,NA
2461,Radeon Vega 8 Ryzen 5 3580U,1621,1098,NA,NA
2462,Radeon Vega 8 Ryzen 5 PRO 3500U w/,1478,1164,NA,NA
2463,Radeon Vega 9,1587,1123,NA,NA
2464,Radeon Vega 9 Ryzen 5 3550H,1516,1149,NA,NA
2465,Radeon Vega 9 Ryzen 5 Microsoft Surface Edition,1520,1147,NA,NA
2466,Radeon Vega 10,1500,1157,NA,NA
2467,Radeon Vega 10 Mobile,1535,1146,NA,NA
2468,Radeon Vega 10 Ryzen 7 PRO 3700U w/,1599,1117,NA,NA
2469,Radeon Vega 11,1866,1009,NA,NA
2470,Radeon Vega 11 Ryzen 5 PRO 3350G,2194,906,NA,NA
2471,Radeon Vega 11 Ryzen 5 PRO 3350GE,1810,1029,NA,NA
2472,Radeon Vega 11 Ryzen 5 PRO 3400G,1996,962,NA,NA
2473,Radeon Vega 11 Ryzen 5 PRO 3400GE w/,1580,1127,NA,NA
2474,Radeon Vega Frontier Edition,12707,224,7.56,"$1,679.99*"
2475,Radeon VII,16263,141,8.56,"$1,899.95*"
2476,RADEON X300SE,38,2551,NA,NA
2477,RADEON X550,50,2499,NA,NA
2478,RADEON X550XT,56,2485,NA,NA
2479,Radeon X550XTX,70,2441,NA,NA
2480,RADEON X600 256MB HyperMemory,56,2484,NA,NA
2481,RADEON X600 PRO,67,2454,0.42,$160.49*
2482,RADEON X600 SE,49,2507,0.87,$56.18*
2483,RADEON X600XT,91,2387,NA,NA
2484,RADEON X700,72,2435,NA,NA
2485,RADEON X700 PRO,75,2426,NA,NA
2486,RADEON X700 SE,71,2439,NA,NA
2487,RADEON X800 GT,84,2403,NA,NA
2488,RADEON X800 GTO,114,2317,NA,NA
2489,RADEON X800 PRO,64,2462,NA,NA
2490,RADEON X800 PRO/GTO,73,2432,NA,NA
2491,RADEON X800 SE,129,2273,NA,NA
2492,RADEON X800 XL,69,2447,NA,NA
2493,RADEON X800 XT,97,2370,NA,NA
2494,RADEON X800 XT Platinum Edition,81,2416,NA,NA
2495,RADEON X800GT,79,2421,NA,NA
2496,RADEON X850 PRO,72,2434,NA,NA
2497,RADEON X850 XT,81,2418,NA,NA
2498,RADEON X850 XT Platinum Edition,81,2410,NA,NA
2499,Radeon X1050,49,2506,NA,NA
2500,Radeon X1200,32,2586,NA,NA
2501,Radeon X1250,37,2556,NA,NA
2502,Radeon X1270,31,2590,NA,NA
2503,Radeon X1300,58,2477,0.61,$95.78*
2504,Radeon X1300 PRO,84,2402,NA,NA
2505,Radeon X1550,66,2458,0.43,$155.00*
2506,Radeon X1550 64-bit,47,2511,NA,NA
2507,Radeon X1600,49,2504,NA,NA
2508,Radeon X1600 Pro,98,2364,NA,NA
2509,Radeon X1600 Pro / X1300XT,69,2448,NA,NA
2510,Radeon X1600 XT,115,2314,NA,NA
2511,Radeon X1650 GTO,74,2428,NA,NA
2512,Radeon X1650 Pro,84,2399,0.53,$160.89*
2513,Radeon X1650 SE,71,2440,NA,NA
2514,Radeon X1700 Targa Edition,116,2312,NA,NA
2515,Radeon X1800 GTO,140,2246,NA,NA
2516,Radeon X1900 CrossFire Edition,137,2257,NA,NA
2517,Radeon X1900 GT,145,2232,NA,NA
2518,Radeon X1950 CrossFire Edition,151,2215,NA,NA
2519,Radeon X1950 GT,106,2342,NA,NA
2520,Radeon X1950 Pro,112,2324,NA,NA
2521,RADEON XPRESS 200,29,2596,NA,NA
2522,RADEON XPRESS 200 CROSSFIRE,18,2636,NA,NA
2523,RADEON XPRESS 200M,22,2626,NA,NA
2524,Radeon Xpress 1100,34,2574,NA,NA
2525,Radeon Xpress 1150,29,2595,NA,NA
2526,Radeon Xpress 1200,35,2564,NA,NA
2527,Radeon Xpress 1250,42,2530,NA,NA
2528,Radeon Xpress 1270,26,2605,NA,NA
2529,Radeon Xpress 1300,52,2490,NA,NA
2530,Radeon Xpress 1300M,40,2538,NA,NA
2531,RadeonT 610M,1062,1315,NA,NA
2532,RadeonT 660M,2220,896,NA,NA
2533,RadeonT 660M Ryzen 5 6600H,6699,404,NA,NA
2534,RadeonT 660M Ryzen 5 7535HS,4051,609,NA,NA
2535,RadeonT 680M Ryzen 7 6800H,2381,842,NA,NA
2536,RadeonT 680M Ryzen 7 7735HS,5680,467,NA,NA
2537,RadeonT 780M,7112,389,NA,NA
2538,RadeonT RX 6850M XT,13992,187,NA,NA
2539,RadeonT RX Vega 11,1916,991,NA,NA
2540,RadeonT Ryzen 3 3250U,581,1735,NA,NA
2541,Rage 128 Pro,1,2813,NA,NA
2542,RAGE 128 PRO AGP 4X TMDS,1,2815,NA,NA
2543,Rage Fury Pro/Xpert 2000 Pro,3,2776,NA,NA
2544,RDPDD Chained DD,205,2148,NA,NA
2545,Red Hat QXL controller,52,2489,NA,NA
2546,Red Hat VirtIO GPU DOD controller,2319,861,NA,NA
2547,RemotePC Adapter,5928,453,NA,NA
2548,RGH Drivers v3,11,2656,NA,NA
2549,RIVA TNT2 Model 64/Model 64 Pro,3,2753,NA,NA
2550,RIVA TNT2/TNT2 Pro,3,2765,NA,NA
2551,RTX 500 Ada Generation Laptop GPU,11191,270,NA,NA
2552,RTX 1000 Ada Generation Laptop GPU,13542,202,NA,NA
2553,RTX 2000 Ada Generation,17210,123,NA,NA
2554,RTX 2000 Ada Generation Embedded GPU,15373,159,NA,NA
2555,RTX 2000 Ada Generation Laptop GPU,14907,171,NA,NA
2556,RTX 2000E Ada Generation,15749,151,NA,NA
2557,RTX 3000 Ada Generation Laptop GPU,15972,146,NA,NA
2558,RTX 3500 Ada Generation Embedded GPU,25266,45,NA,NA
2559,RTX 3500 Ada Generation Laptop GPU,19742,96,NA,NA
2560,RTX 4000 Ada Generation,23995,53,NA,NA
2561,RTX 4000 Ada Generation Laptop GPU,22084,73,NA,NA
2562,RTX 4000 SFF Ada Generation,20944,81,NA,NA
2563,RTX 4500 Ada Generation,28131,28,NA,NA
2564,RTX 5000 Ada Generation,30136,21,NA,NA
2565,RTX 5000 Ada Generation Embedded GPU,17055,129,NA,NA
2566,RTX 5000 Ada Generation Laptop GPU,23421,55,NA,NA
2567,RTX 5880 Ada Generation,25095,46,NA,NA
2568,RTX 6000 Ada Generation,28536,27,NA,NA
2569,RTX A400,5992,447,28.00,$213.99*
2570,RTX A500 Embedded GPU,6197,435,NA,NA
2571,RTX A500 Laptop GPU,6582,414,NA,NA
2572,RTX A1000,10804,277,20.78,$519.99*
2573,RTX A1000 6GB Laptop GPU,10048,295,NA,NA
2574,RTX A1000 Embedded GPU,11009,274,NA,NA
2575,RTX A1000 Laptop GPU,9474,312,NA,NA
2576,RTX A2000,13424,207,23.35,$574.99*
2577,RTX A2000 8GB Laptop GPU,10504,281,NA,NA
2578,RTX A2000 12GB,13692,197,NA,NA
2579,RTX A2000 Embedded GPU,11117,271,NA,NA
2580,RTX A2000 Laptop GPU,9481,311,NA,NA
2581,RTX A3000 12GB Laptop GPU,13883,192,NA,NA
2582,RTX A3000 Laptop GPU,12719,223,NA,NA
2583,RTX A4000,19471,99,18.67,"$1,042.99*"
2584,RTX A4000 Laptop GPU,14824,175,NA,NA
2585,RTX A4000H,11815,251,NA,NA
2586,RTX A4500,21112,80,12.06,"$1,749.99*"
2587,RTX A4500 Embedded GPU,8295,348,NA,NA
2588,RTX A4500 Laptop GPU,16627,134,NA,NA
2589,RTX A5000,22961,62,10.30,"$2,229.99*"
2590,RTX A5000 Laptop GPU,16417,140,NA,NA
2591,RTX A5500,21334,79,9.83,"$2,169.99*"
2592,RTX A5500 Laptop GPU,17125,126,NA,NA
2593,RTX A6000,22798,64,5.55,"$4,109.99*"
2594,RTX PRO 500 Blackwell Generation Laptop GPU,13344,210,NA,NA
2595,RTX PRO 1000 Blackwell Generation Laptop GPU,14967,170,NA,NA
2596,RTX PRO 2000 Blackwell,20275,86,NA,NA
2597,RTX PRO 2000 Blackwell Generation Laptop GPU,17064,128,NA,NA
2598,RTX PRO 3000 Blackwell Generation Laptop GPU,22961,61,NA,NA
2599,RTX PRO 4000 Blackwell,27019,35,NA,NA
2600,RTX PRO 4000 Blackwell Generation Laptop GPU,23530,54,NA,NA
2601,RTX PRO 4000 Blackwell SFF Edition,23364,56,NA,NA
2602,RTX PRO 4500 Blackwell,32556,12,NA,NA
2603,RTX PRO 5000 72GB Blackwell,40493,3,NA,NA
2604,RTX PRO 5000 Blackwell,31539,17,NA,NA
2605,RTX PRO 5000 Blackwell Generation Laptop GPU,24486,50,NA,NA
2606,RTX PRO 6000 Blackwell Max-Q Workstation Edition,31762,15,NA,NA
2607,RTX PRO 6000 Blackwell Server Edition,42222,1,NA,NA
2608,RTX PRO 6000 Blackwell Workstation Edition,36401,6,NA,NA
2609,RV530 PRO,118,2306,NA,NA
2610,Ryzen 3 4300G with Radeon Graphics,1697,1066,NA,NA
2611,Ryzen 3 4300GE with Radeon Graphics,2315,864,NA,NA
2612,Ryzen 3 4300U with Radeon Graphics,1370,1194,NA,NA
2613,Ryzen 3 5300G with Radeon Graphics,1998,957,NA,NA
2614,Ryzen 3 5300GE with Radeon Graphics,1968,974,NA,NA
2615,Ryzen 3 5300U with Radeon Graphics,1539,1142,NA,NA
2616,Ryzen 3 5400U with Radeon Graphics,1602,1115,NA,NA
2617,Ryzen 3 5425U with Radeon Graphics,1691,1072,NA,NA
2618,Ryzen 3 7330U with Radeon Graphics,1693,1070,NA,NA
2619,Ryzen 3 7335U with Radeon Graphics,1980,969,NA,NA
2620,Ryzen 3 PRO 4200GE with Radeon Graphics,1748,1053,NA,NA
2621,Ryzen 3 PRO 4300U with Radeon Graphics,1542,1138,NA,NA
2622,Ryzen 3 Pro 4350G with Radeon Graphics,2055,941,NA,NA
2623,Ryzen 3 PRO 4350GE with Radeon Graphics,1940,983,NA,NA
2624,Ryzen 3 PRO 4450U with Radeon Graphics,1461,1168,NA,NA
2625,Ryzen 3 PRO 5350G with Radeon Graphics,2304,868,NA,NA
2626,Ryzen 3 PRO 5350GE with Radeon Graphics,1792,1039,NA,NA
2627,Ryzen 3 PRO 5450U with Radeon Graphics,1617,1103,NA,NA
2628,Ryzen 3 PRO 5475U with Radeon Graphics,1431,1180,NA,NA
2629,Ryzen 3 PRO 7330U with Radeon Graphics,2144,919,NA,NA
2630,Ryzen 5 2500U with Radeon Vega,1503,1154,NA,NA
2631,Ryzen 5 4500U with Radeon Graphics,1803,1033,NA,NA
2632,Ryzen 5 4600G with Radeon Graphics,2333,858,NA,NA
2633,Ryzen 5 4600H with Radeon Graphics,2120,926,NA,NA
2634,Ryzen 5 4600HS with Radeon Graphics,8370,345,NA,NA
2635,Ryzen 5 4600U with Radeon Graphics,1902,995,NA,NA
2636,Ryzen 5 5500GT with Radeon Graphics,2224,893,NA,NA
2637,Ryzen 5 5500U with Radeon Graphics,1970,973,NA,NA
2638,Ryzen 5 5560U with Radeon Graphics,2098,931,NA,NA
2639,Ryzen 5 5600G with Radeon Graphics,2546,815,NA,NA
2640,Ryzen 5 5600GE with Radeon Graphics,2547,814,NA,NA
2641,Ryzen 5 5600GT with Radeon Graphics,2200,905,NA,NA
2642,Ryzen 5 5600H with Radeon Graphics,2297,870,NA,NA
2643,Ryzen 5 5600U with Radeon Graphics,2150,917,NA,NA
2644,Ryzen 5 5625U with Radeon Graphics,1996,961,NA,NA
